fault_type,priority,distance_km,hour_of_day,is_weekend,historical_fault_count,resolution_minutes
GUC_KESINTISI,KRITIK,6.47,20,0,2,93.2
BELIRSIZ,KRITIK,14.99,3,0,0,98.8
BAGLANTI,ORTA,5.04,1,1,3,113.0
BAGLANTI,YUKSEK,2.41,13,0,2,59.5
BELIRSIZ,ORTA,5.82,19,0,2,134.5
ISINMA,KRITIK,5.54,5,1,3,112.3
GUC_KESINTISI,YUKSEK,5.85,21,0,1,105.2
BAGLANTI,YUKSEK,0.84,16,0,0,130.7
ISINMA,ORTA,0.79,5,0,1,114.7
ISINMA,ORTA,5.46,19,0,2,110.8
DONANIM,ORTA,15.32,18,0,1,242.8
DONANIM,DUSUK,1.91,13,0,2,229.0
GUC_KESINTISI,DUSUK,0.3,9,0,2,88.9
ISINMA,YUKSEK,17.89,3,0,1,121.6
ISINMA,DUSUK,0.3,19,1,0,207.6
YAZILIM,ORTA,4.92,3,1,2,83.0
BELIRSIZ,YUKSEK,3.48,0,1,1,201.5
BAGLANTI,ORTA,10.56,1,0,3,101.2
GUC_KESINTISI,YUKSEK,5.48,21,0,1,74.9
BAGLANTI,DUSUK,4.84,5,0,1,152.3
ISINMA,ORTA,4.09,16,0,0,94.5
YAZILIM,DUSUK,31.4,14,1,1,33.1
ISINMA,YUKSEK,1.7,4,0,0,109.4
BELIRSIZ,ORTA,2.28,14,1,2,221.2
ISINMA,YUKSEK,22.9,14,0,7,57.5
BELIRSIZ,ORTA,6.57,1,0,1,233.5
YAZILIM,ORTA,20.51,22,0,2,43.0
DONANIM,DUSUK,1.08,21,0,0,261.5
YAZILIM,YUKSEK,10.29,13,0,0,64.9
DONANIM,ORTA,2.74,19,0,2,163.6
GUC_KESINTISI,YUKSEK,5.31,10,1,1,101.3
BAGLANTI,ORTA,6.13,0,0,2,89.5
DONANIM,YUKSEK,6.08,2,0,1,166.1
BELIRSIZ,YUKSEK,2.41,12,0,1,126.4
BAGLANTI,ORTA,26.93,19,0,0,33.9
YAZILIM,DUSUK,7.05,14,0,0,70.0
BAGLANTI,YUKSEK,5.69,8,1,1,100.0
BELIRSIZ,ORTA,2.66,23,1,3,181.9
YAZILIM,KRITIK,7.65,9,0,1,39.1
DONANIM,YUKSEK,1.43,16,1,3,215.1
GUC_KESINTISI,KRITIK,12.77,7,0,2,120.0
DONANIM,YUKSEK,0.31,2,0,1,192.3
GUC_KESINTISI,ORTA,1.6,0,1,2,94.9
GUC_KESINTISI,KRITIK,9.6,8,0,0,46.9
GUC_KESINTISI,KRITIK,3.18,16,0,0,87.8
BAGLANTI,YUKSEK,12.33,17,0,0,114.3
ISINMA,ORTA,3.57,21,0,2,55.9
BELIRSIZ,ORTA,12.64,15,0,1,47.5
YAZILIM,DUSUK,0.77,12,1,1,228.1
GUC_KESINTISI,KRITIK,1.13,4,0,1,143.7
YAZILIM,ORTA,16.3,14,1,3,58.5
GUC_KESINTISI,YUKSEK,0.89,6,0,2,120.6
DONANIM,YUKSEK,1.19,7,0,0,150.0
GUC_KESINTISI,YUKSEK,14.89,3,0,0,115.3
ISINMA,ORTA,9.77,11,1,2,136.1
BAGLANTI,ORTA,1.36,23,0,2,71.4
ISINMA,YUKSEK,14.25,15,1,0,69.7
BAGLANTI,KRITIK,0.9,0,0,0,105.5
DONANIM,ORTA,0.69,16,0,0,91.3
DONANIM,YUKSEK,7.02,11,0,0,253.3
BAGLANTI,ORTA,12.14,10,0,0,86.3
DONANIM,DUSUK,0.36,7,0,0,161.8
BAGLANTI,ORTA,0.87,2,0,1,66.3
ISINMA,YUKSEK,0.3,21,0,2,85.9
DONANIM,ORTA,10.72,4,0,2,331.3
ISINMA,DUSUK,6.07,6,0,0,106.1
YAZILIM,ORTA,4.13,12,1,0,115.1
BELIRSIZ,YUKSEK,1.55,12,0,1,85.0
BAGLANTI,ORTA,7.54,0,1,1,67.0
GUC_KESINTISI,ORTA,0.35,13,0,2,145.8
ISINMA,YUKSEK,0.8,2,0,2,89.4
DONANIM,KRITIK,12.36,4,1,2,230.6
GUC_KESINTISI,DUSUK,8.26,18,0,1,111.5
BELIRSIZ,DUSUK,12.29,11,0,0,148.0
DONANIM,YUKSEK,0.93,20,0,0,95.7
DONANIM,ORTA,5.42,8,0,1,110.4
BAGLANTI,DUSUK,29.6,21,0,1,110.3
GUC_KESINTISI,KRITIK,6.84,20,0,1,99.8
GUC_KESINTISI,ORTA,2.96,20,0,0,185.4
DONANIM,YUKSEK,2.44,13,0,2,62.3
ISINMA,YUKSEK,9.12,9,1,2,95.9
BAGLANTI,YUKSEK,5.26,13,1,1,122.5
ISINMA,ORTA,8.05,10,0,0,118.7
ISINMA,YUKSEK,3.98,2,0,2,132.6
DONANIM,KRITIK,0.3,2,0,2,257.2
DONANIM,ORTA,6.82,22,0,0,265.4
DONANIM,ORTA,7.33,10,0,0,159.1
GUC_KESINTISI,KRITIK,18.81,16,0,3,167.4
GUC_KESINTISI,YUKSEK,1.29,12,0,1,177.1
YAZILIM,DUSUK,1.06,11,0,0,105.6
ISINMA,ORTA,6.75,21,0,2,146.2
DONANIM,YUKSEK,2.71,14,1,2,282.6
BELIRSIZ,ORTA,14.23,5,0,1,94.9
BAGLANTI,ORTA,1.97,16,0,0,111.6
BELIRSIZ,DUSUK,5.67,11,0,1,71.2
BELIRSIZ,DUSUK,0.3,5,0,0,65.1
BAGLANTI,YUKSEK,10.87,2,0,1,78.8
DONANIM,ORTA,7.83,10,1,0,221.8
YAZILIM,ORTA,4.15,19,0,0,63.0
ISINMA,KRITIK,5.11,14,1,0,83.4
GUC_KESINTISI,ORTA,4.91,6,0,0,142.2
DONANIM,KRITIK,3.15,14,1,0,268.3
DONANIM,ORTA,2.94,8,0,0,239.0
BELIRSIZ,DUSUK,24.1,16,1,1,164.7
BELIRSIZ,YUKSEK,4.44,18,0,1,105.1
GUC_KESINTISI,KRITIK,2.31,3,0,2,201.3
DONANIM,DUSUK,16.25,20,1,5,278.0
YAZILIM,ORTA,26.62,4,1,0,51.5
DONANIM,DUSUK,4.37,22,1,1,186.9
ISINMA,KRITIK,4.13,6,0,2,156.2
DONANIM,ORTA,4.59,22,0,1,149.1
ISINMA,ORTA,2.58,17,0,1,143.4
ISINMA,DUSUK,7.1,12,1,1,135.8
BAGLANTI,DUSUK,1.41,18,1,0,76.2
DONANIM,ORTA,14.67,6,1,1,186.9
ISINMA,YUKSEK,8.27,14,1,0,124.2
BELIRSIZ,ORTA,2.87,9,1,1,130.5
ISINMA,ORTA,7.83,19,0,2,159.4
ISINMA,KRITIK,12.45,7,0,2,66.8
BELIRSIZ,ORTA,9.51,7,0,4,101.4
YAZILIM,YUKSEK,5.7,21,1,1,46.3
DONANIM,YUKSEK,5.54,19,1,1,223.0
ISINMA,ORTA,0.61,4,0,1,77.0
YAZILIM,ORTA,3.29,2,1,1,56.7
BELIRSIZ,DUSUK,3.35,14,1,0,214.8
BELIRSIZ,DUSUK,13.42,23,0,4,98.5
BELIRSIZ,DUSUK,7.66,21,0,0,140.0
BELIRSIZ,ORTA,3.62,15,0,3,114.3
BAGLANTI,KRITIK,20.36,23,1,0,101.3
BELIRSIZ,YUKSEK,2.12,3,0,0,75.5
BELIRSIZ,ORTA,1.01,0,1,0,111.3
BELIRSIZ,DUSUK,12.05,10,1,1,193.5
YAZILIM,ORTA,7.27,4,0,1,32.7
GUC_KESINTISI,ORTA,22.6,13,1,4,146.7
YAZILIM,DUSUK,14.1,3,0,1,48.4
YAZILIM,ORTA,18.97,12,0,2,58.8
DONANIM,ORTA,14.29,18,0,2,238.4
BELIRSIZ,ORTA,4.45,8,0,2,240.6
ISINMA,YUKSEK,4.7,8,0,1,109.7
ISINMA,ORTA,1.06,21,0,1,141.2
YAZILIM,YUKSEK,3.0,19,0,1,47.2
YAZILIM,ORTA,3.5,23,0,0,106.8
BAGLANTI,YUKSEK,2.67,17,0,0,90.1
DONANIM,DUSUK,1.24,21,0,0,148.1
ISINMA,ORTA,0.85,22,0,1,96.6
DONANIM,ORTA,6.19,9,0,2,268.0
ISINMA,YUKSEK,0.39,1,1,0,273.3
DONANIM,ORTA,5.11,22,1,1,172.2
BELIRSIZ,ORTA,0.7,10,0,2,102.1
DONANIM,DUSUK,3.01,10,1,1,226.2
BELIRSIZ,ORTA,2.61,9,0,4,105.3
GUC_KESINTISI,ORTA,5.09,15,1,1,147.7
GUC_KESINTISI,ORTA,7.35,4,0,1,150.6
BELIRSIZ,YUKSEK,8.23,22,0,0,185.7
ISINMA,ORTA,42.89,16,0,0,139.4
BAGLANTI,YUKSEK,3.36,19,0,4,69.3
DONANIM,YUKSEK,20.82,13,0,2,204.0
DONANIM,YUKSEK,0.46,22,0,0,165.7
DONANIM,KRITIK,0.58,17,0,2,108.4
YAZILIM,ORTA,15.15,14,0,0,94.2
BAGLANTI,ORTA,1.25,7,1,0,114.5
BELIRSIZ,ORTA,10.07,6,0,1,121.8
GUC_KESINTISI,YUKSEK,3.72,10,1,1,119.3
YAZILIM,DUSUK,0.3,19,0,0,67.5
GUC_KESINTISI,ORTA,8.22,11,0,1,143.0
GUC_KESINTISI,ORTA,1.6,3,0,0,125.5
BELIRSIZ,ORTA,21.5,8,0,1,185.5
GUC_KESINTISI,YUKSEK,22.01,18,0,0,116.3
DONANIM,YUKSEK,16.45,1,1,1,265.3
BAGLANTI,ORTA,16.13,22,0,0,177.7
ISINMA,YUKSEK,0.3,21,1,3,106.4
DONANIM,YUKSEK,7.95,0,0,0,196.4
BELIRSIZ,ORTA,2.41,9,1,0,60.1
DONANIM,DUSUK,27.8,3,1,1,238.3
ISINMA,YUKSEK,1.48,20,1,0,105.0
GUC_KESINTISI,KRITIK,6.28,17,0,3,102.3
DONANIM,ORTA,11.0,20,0,1,233.0
YAZILIM,YUKSEK,2.74,4,0,0,35.9
DONANIM,ORTA,6.67,3,1,2,169.0
YAZILIM,DUSUK,1.81,10,0,0,57.0
BELIRSIZ,KRITIK,18.01,23,0,0,45.3
DONANIM,DUSUK,28.42,14,1,1,186.1
BELIRSIZ,DUSUK,11.84,7,1,2,83.8
BAGLANTI,KRITIK,20.53,12,0,4,52.7
BAGLANTI,YUKSEK,1.58,7,0,2,61.3
BAGLANTI,KRITIK,10.57,15,0,0,179.8
BAGLANTI,DUSUK,3.71,17,0,0,93.7
YAZILIM,YUKSEK,2.86,10,0,1,40.3
YAZILIM,DUSUK,11.61,4,0,0,60.6
DONANIM,KRITIK,29.76,3,0,0,322.0
BELIRSIZ,ORTA,9.61,1,1,1,291.9
ISINMA,YUKSEK,2.19,12,0,4,73.0
YAZILIM,YUKSEK,6.2,9,0,0,20
BAGLANTI,DUSUK,0.47,5,0,1,80.4
BELIRSIZ,KRITIK,5.98,16,1,2,124.8
GUC_KESINTISI,YUKSEK,22.32,18,0,1,101.5
YAZILIM,ORTA,4.31,20,0,0,55.7
DONANIM,ORTA,3.02,18,0,1,137.3
GUC_KESINTISI,YUKSEK,5.74,1,1,2,195.2
BAGLANTI,YUKSEK,15.34,0,0,1,67.5
BAGLANTI,YUKSEK,15.48,2,1,0,84.3
BELIRSIZ,YUKSEK,5.87,16,0,0,182.9
DONANIM,ORTA,19.89,9,1,0,222.4
YAZILIM,YUKSEK,6.37,5,1,1,55.3
BELIRSIZ,DUSUK,11.33,14,1,2,165.5
DONANIM,ORTA,11.5,16,0,2,290.5
BAGLANTI,YUKSEK,3.39,11,0,0,52.2
GUC_KESINTISI,YUKSEK,5.88,22,0,0,126.9
DONANIM,YUKSEK,9.23,1,0,0,184.1
DONANIM,YUKSEK,3.61,15,1,3,311.5
GUC_KESINTISI,KRITIK,12.23,3,0,1,142.5
ISINMA,DUSUK,1.79,23,0,2,124.1
DONANIM,ORTA,1.92,8,1,1,115.7
BELIRSIZ,ORTA,18.87,23,1,0,104.3
GUC_KESINTISI,YUKSEK,17.31,11,0,1,50.1
BELIRSIZ,DUSUK,11.05,8,0,0,153.2
BAGLANTI,KRITIK,0.36,11,0,0,89.2
GUC_KESINTISI,ORTA,3.15,9,1,1,145.0
YAZILIM,DUSUK,17.97,14,1,1,37.4
GUC_KESINTISI,YUKSEK,13.35,20,0,1,82.9
DONANIM,YUKSEK,0.42,17,1,3,168.8
DONANIM,ORTA,0.78,2,0,0,154.2
YAZILIM,ORTA,2.8,17,0,1,72.9
DONANIM,YUKSEK,0.7,5,0,2,243.8
BAGLANTI,YUKSEK,15.18,13,0,1,48.8
BAGLANTI,DUSUK,0.33,8,1,0,127.0
BAGLANTI,ORTA,9.97,12,0,1,91.4
ISINMA,YUKSEK,0.5,15,0,0,117.6
BELIRSIZ,DUSUK,7.53,19,0,0,192.3
BELIRSIZ,ORTA,20.31,17,0,0,100.5
DONANIM,YUKSEK,6.43,4,1,1,201.4
ISINMA,YUKSEK,5.98,7,0,0,134.2
BAGLANTI,ORTA,6.27,21,0,0,165.6
GUC_KESINTISI,ORTA,5.09,13,1,0,78.0
BAGLANTI,DUSUK,0.3,22,0,0,75.9
GUC_KESINTISI,YUKSEK,7.58,22,0,1,143.0
DONANIM,DUSUK,6.38,23,0,0,211.5
ISINMA,KRITIK,1.06,3,0,0,101.7
YAZILIM,YUKSEK,1.94,8,1,1,87.7
BAGLANTI,ORTA,4.36,18,0,0,104.6
BAGLANTI,KRITIK,13.06,3,1,3,104.0
BAGLANTI,ORTA,0.3,19,1,6,97.6
ISINMA,KRITIK,4.29,5,1,1,196.6
YAZILIM,ORTA,9.82,21,1,0,61.0
DONANIM,ORTA,6.58,21,0,1,126.1
GUC_KESINTISI,KRITIK,15.7,1,0,0,128.4
BAGLANTI,ORTA,3.2,15,0,1,73.6
GUC_KESINTISI,KRITIK,1.68,1,0,1,91.8
DONANIM,ORTA,3.06,4,1,0,234.9
ISINMA,YUKSEK,4.76,19,1,1,89.1
BELIRSIZ,DUSUK,0.66,17,1,1,108.3
ISINMA,YUKSEK,10.11,13,0,2,128.4
DONANIM,ORTA,0.37,3,0,0,208.3
YAZILIM,ORTA,1.93,15,0,3,104.0
BAGLANTI,ORTA,5.68,6,0,0,54.3
ISINMA,YUKSEK,6.26,22,0,1,70.2
DONANIM,ORTA,3.82,8,0,0,199.7
YAZILIM,ORTA,10.46,1,1,3,77.9
GUC_KESINTISI,KRITIK,2.15,19,0,1,224.5
BAGLANTI,YUKSEK,8.53,20,0,1,116.3
GUC_KESINTISI,DUSUK,14.18,22,0,1,135.6
DONANIM,ORTA,5.99,15,1,0,252.1
BAGLANTI,ORTA,5.33,19,0,0,29.3
BELIRSIZ,ORTA,10.12,17,1,2,198.3
BELIRSIZ,ORTA,4.72,6,0,3,155.4
GUC_KESINTISI,ORTA,5.34,21,0,3,119.2
DONANIM,KRITIK,2.19,7,1,0,163.3
BAGLANTI,YUKSEK,5.26,3,0,1,122.3
DONANIM,YUKSEK,5.37,3,0,0,118.4
YAZILIM,ORTA,2.83,1,1,0,89.2
ISINMA,KRITIK,0.91,11,0,0,90.6
BELIRSIZ,KRITIK,28.23,2,0,3,103.7
ISINMA,KRITIK,31.07,2,0,0,192.6
BAGLANTI,YUKSEK,3.85,3,1,1,81.8
GUC_KESINTISI,DUSUK,7.81,14,0,2,207.5
YAZILIM,DUSUK,10.21,13,0,0,96.7
BELIRSIZ,YUKSEK,3.81,22,1,2,262.6
YAZILIM,ORTA,0.73,10,0,0,58.7
GUC_KESINTISI,DUSUK,23.81,15,0,0,130.5
YAZILIM,DUSUK,15.29,5,0,1,53.4
BELIRSIZ,ORTA,12.62,19,0,1,129.8
GUC_KESINTISI,YUKSEK,0.3,15,0,1,116.3
BELIRSIZ,YUKSEK,1.03,6,0,3,153.5
BAGLANTI,YUKSEK,18.0,16,0,1,96.3
DONANIM,YUKSEK,24.25,10,0,2,150.8
YAZILIM,ORTA,7.73,22,1,1,48.7
DONANIM,YUKSEK,1.35,23,0,0,140.6
BELIRSIZ,ORTA,40.75,21,0,2,93.1
BAGLANTI,KRITIK,2.66,10,0,0,30.2
YAZILIM,YUKSEK,6.34,19,0,1,64.7
BAGLANTI,DUSUK,11.94,23,1,4,146.3
DONANIM,ORTA,1.8,0,1,4,193.2
YAZILIM,ORTA,19.96,0,0,0,60.8
BELIRSIZ,ORTA,9.52,23,0,1,114.8
BAGLANTI,YUKSEK,0.64,11,0,3,185.6
BAGLANTI,ORTA,11.11,2,0,3,39.3
ISINMA,YUKSEK,0.93,20,1,1,87.2
YAZILIM,ORTA,24.52,6,0,2,41.9
DONANIM,YUKSEK,4.41,23,0,0,87.0
YAZILIM,ORTA,22.44,19,1,1,45.3
DONANIM,DUSUK,0.43,21,1,3,228.5
ISINMA,YUKSEK,26.18,16,0,1,109.2
BAGLANTI,ORTA,2.19,0,0,0,109.2
GUC_KESINTISI,KRITIK,4.65,1,1,1,79.9
DONANIM,ORTA,25.71,1,1,0,316.9
BELIRSIZ,YUKSEK,0.3,5,0,0,58.8
DONANIM,ORTA,8.75,7,0,1,198.6
GUC_KESINTISI,YUKSEK,14.82,3,1,0,158.4
BAGLANTI,DUSUK,18.69,20,0,3,116.8
YAZILIM,ORTA,4.38,20,0,2,61.0
YAZILIM,YUKSEK,21.23,6,0,2,42.8
BELIRSIZ,ORTA,7.78,18,0,0,204.9
ISINMA,KRITIK,14.47,21,0,6,176.4
ISINMA,YUKSEK,1.41,15,0,1,87.5
GUC_KESINTISI,YUKSEK,2.59,10,0,7,111.1
BAGLANTI,DUSUK,4.99,16,1,1,139.8
GUC_KESINTISI,KRITIK,1.66,14,0,1,84.2
GUC_KESINTISI,YUKSEK,7.28,14,0,1,107.0
YAZILIM,YUKSEK,13.09,11,0,0,56.7
YAZILIM,YUKSEK,14.15,3,0,0,55.3
BAGLANTI,ORTA,6.34,10,1,3,76.7
ISINMA,ORTA,17.36,21,0,1,115.9
ISINMA,YUKSEK,8.01,0,0,1,175.0
DONANIM,DUSUK,30.02,15,1,1,151.3
YAZILIM,DUSUK,5.89,21,1,0,90.8
BAGLANTI,ORTA,4.72,9,1,1,71.3
ISINMA,ORTA,1.43,17,0,1,81.5
ISINMA,YUKSEK,1.83,3,0,2,47.7
YAZILIM,ORTA,3.86,16,1,1,83.7
GUC_KESINTISI,KRITIK,7.09,1,0,0,99.1
YAZILIM,DUSUK,1.15,5,0,0,89.9
ISINMA,DUSUK,9.18,2,0,0,131.4
BAGLANTI,YUKSEK,20.25,21,1,1,59.2
BELIRSIZ,ORTA,6.03,14,0,1,71.6
ISINMA,YUKSEK,3.04,19,0,0,114.0
ISINMA,ORTA,5.63,0,1,1,173.8
BAGLANTI,DUSUK,5.47,17,0,2,103.7
ISINMA,ORTA,3.03,2,0,0,72.2
YAZILIM,YUKSEK,2.39,17,0,0,76.4
BELIRSIZ,KRITIK,3.76,16,0,1,277.5
ISINMA,DUSUK,20.07,1,0,1,161.3
BELIRSIZ,ORTA,8.24,10,0,3,132.6
YAZILIM,ORTA,18.94,7,0,6,106.3
GUC_KESINTISI,ORTA,3.86,19,0,1,124.9
ISINMA,YUKSEK,3.82,0,0,1,179.2
ISINMA,ORTA,3.25,12,0,1,65.9
YAZILIM,YUKSEK,19.43,3,1,2,113.8
YAZILIM,DUSUK,8.18,12,0,0,41.8
BELIRSIZ,DUSUK,0.3,19,0,0,181.1
GUC_KESINTISI,KRITIK,3.76,19,0,0,150.8
YAZILIM,ORTA,3.44,9,1,0,71.5
YAZILIM,DUSUK,8.14,13,1,0,42.2
ISINMA,ORTA,1.12,8,0,3,166.2
BAGLANTI,KRITIK,4.83,5,0,0,96.3
GUC_KESINTISI,KRITIK,0.63,8,0,2,68.7
GUC_KESINTISI,YUKSEK,16.75,14,0,0,98.0
YAZILIM,ORTA,9.02,5,0,0,46.6
BELIRSIZ,KRITIK,10.12,14,0,1,98.8
DONANIM,YUKSEK,7.6,11,1,1,203.7
YAZILIM,KRITIK,0.3,9,0,0,42.6
BAGLANTI,YUKSEK,6.26,19,0,4,76.5
ISINMA,DUSUK,0.57,4,1,0,106.6
ISINMA,YUKSEK,1.19,8,0,0,32.2
YAZILIM,ORTA,11.14,9,0,1,62.5
DONANIM,YUKSEK,3.15,12,0,1,192.4
BAGLANTI,YUKSEK,14.23,21,0,0,142.8
BELIRSIZ,DUSUK,19.25,1,0,0,242.0
BAGLANTI,YUKSEK,1.58,23,0,3,123.3
DONANIM,YUKSEK,4.58,19,1,0,241.9
BAGLANTI,KRITIK,2.03,3,0,0,63.1
DONANIM,YUKSEK,1.96,7,0,1,263.1
BAGLANTI,KRITIK,17.93,17,1,1,98.5
BAGLANTI,DUSUK,15.23,22,1,0,51.5
GUC_KESINTISI,KRITIK,1.12,15,0,0,94.0
BAGLANTI,ORTA,8.73,12,0,1,87.2
GUC_KESINTISI,YUKSEK,14.87,0,0,0,221.1
BELIRSIZ,ORTA,0.3,12,1,1,153.6
YAZILIM,DUSUK,0.67,19,0,2,110.1
YAZILIM,DUSUK,13.15,1,0,1,59.0
GUC_KESINTISI,ORTA,5.65,17,0,1,66.5
BAGLANTI,DUSUK,0.98,9,0,6,70.4
DONANIM,YUKSEK,7.48,10,0,0,156.9
GUC_KESINTISI,ORTA,5.67,6,1,1,177.0
ISINMA,ORTA,3.17,5,0,0,86.0
BAGLANTI,YUKSEK,4.96,20,0,2,72.1
GUC_KESINTISI,YUKSEK,2.51,12,0,2,115.6
YAZILIM,ORTA,5.67,21,1,2,35.5
BAGLANTI,KRITIK,7.07,9,1,0,152.4
YAZILIM,ORTA,12.95,3,0,1,86.6
DONANIM,DUSUK,7.67,19,0,0,151.6
DONANIM,ORTA,4.33,6,0,3,104.7
YAZILIM,DUSUK,10.62,6,0,4,48.8
DONANIM,DUSUK,0.3,10,0,1,239.2
DONANIM,ORTA,21.42,18,0,0,186.8
GUC_KESINTISI,ORTA,6.2,2,0,2,208.4
YAZILIM,DUSUK,15.36,9,0,0,20
YAZILIM,DUSUK,0.3,7,0,1,57.8
GUC_KESINTISI,ORTA,4.01,9,0,4,154.4
ISINMA,YUKSEK,0.31,5,0,1,112.0
BELIRSIZ,DUSUK,8.63,17,1,0,76.0
GUC_KESINTISI,YUKSEK,9.68,15,1,4,159.1
DONANIM,YUKSEK,4.22,15,1,1,202.4
BELIRSIZ,DUSUK,1.35,12,0,0,148.0
BAGLANTI,KRITIK,7.85,15,0,0,65.8
DONANIM,YUKSEK,7.8,16,0,0,175.8
BAGLANTI,DUSUK,8.61,16,1,1,122.7
DONANIM,ORTA,3.31,11,0,1,220.9
GUC_KESINTISI,YUKSEK,10.1,13,0,1,67.9
BAGLANTI,YUKSEK,2.55,22,1,0,150.6
BELIRSIZ,ORTA,1.43,20,0,0,140.6
BAGLANTI,YUKSEK,4.74,8,1,1,134.0
DONANIM,ORTA,12.57,14,0,1,199.1
BAGLANTI,YUKSEK,22.68,9,1,2,76.0
YAZILIM,ORTA,6.03,5,1,1,48.4
DONANIM,ORTA,0.4,3,0,2,149.3
BELIRSIZ,ORTA,9.73,0,1,3,227.4
YAZILIM,DUSUK,9.38,20,1,2,31.3
ISINMA,KRITIK,5.17,16,0,1,79.0
BAGLANTI,YUKSEK,3.09,3,0,1,133.9
YAZILIM,DUSUK,3.49,4,0,0,112.9
DONANIM,YUKSEK,0.79,7,1,4,252.1
DONANIM,ORTA,6.84,16,0,2,144.1
BELIRSIZ,ORTA,11.15,13,1,1,149.7
BELIRSIZ,YUKSEK,13.75,14,1,1,152.0
GUC_KESINTISI,YUKSEK,6.95,21,0,0,111.3
BELIRSIZ,KRITIK,1.98,17,1,4,288.4
ISINMA,YUKSEK,0.3,5,0,1,105.7
YAZILIM,YUKSEK,2.83,5,0,1,55.4
BAGLANTI,YUKSEK,1.23,4,1,2,123.3
ISINMA,YUKSEK,10.03,0,0,2,144.7
BAGLANTI,ORTA,5.49,6,0,2,113.7
GUC_KESINTISI,KRITIK,28.74,10,1,1,120.3
BELIRSIZ,ORTA,11.53,8,0,0,107.4
YAZILIM,ORTA,18.01,7,0,2,73.2
BELIRSIZ,ORTA,14.97,10,1,2,151.0
BELIRSIZ,DUSUK,15.98,17,0,2,122.1
BAGLANTI,ORTA,5.09,21,0,1,111.6
BELIRSIZ,ORTA,8.16,21,0,3,174.9
YAZILIM,ORTA,17.49,0,0,1,48.6
ISINMA,YUKSEK,10.13,19,1,4,175.5
GUC_KESINTISI,ORTA,5.22,10,1,1,144.6
YAZILIM,DUSUK,1.3,9,0,2,50.9
GUC_KESINTISI,ORTA,14.21,21,0,1,79.0
ISINMA,ORTA,1.53,18,0,0,124.0
ISINMA,ORTA,0.48,22,0,2,76.7
ISINMA,YUKSEK,2.32,4,0,0,93.2
ISINMA,DUSUK,4.16,20,1,1,52.7
BAGLANTI,ORTA,13.5,20,1,1,78.9
DONANIM,DUSUK,0.3,23,0,1,255.9
DONANIM,ORTA,14.95,8,1,3,222.6
GUC_KESINTISI,ORTA,16.06,13,0,2,88.6
BAGLANTI,ORTA,13.11,6,0,1,55.5
BAGLANTI,KRITIK,10.41,0,0,4,143.3
YAZILIM,DUSUK,1.0,20,0,1,37.6
BAGLANTI,ORTA,7.74,10,1,0,79.0
ISINMA,YUKSEK,16.65,11,0,1,83.9
GUC_KESINTISI,YUKSEK,10.64,6,0,4,83.9
BELIRSIZ,ORTA,5.79,17,0,0,40.6
BELIRSIZ,ORTA,4.42,16,0,0,104.0
YAZILIM,DUSUK,3.13,4,1,1,84.0
YAZILIM,ORTA,7.2,1,0,0,34.6
ISINMA,KRITIK,1.24,11,0,3,35.8
ISINMA,KRITIK,3.99,3,0,0,123.3
ISINMA,YUKSEK,0.61,13,0,1,95.3
GUC_KESINTISI,KRITIK,6.45,18,0,1,85.4
BELIRSIZ,ORTA,17.11,5,0,1,173.7
GUC_KESINTISI,DUSUK,11.81,0,1,1,132.8
DONANIM,YUKSEK,8.23,4,1,2,311.0
DONANIM,ORTA,12.96,18,0,1,189.4
ISINMA,YUKSEK,3.07,12,0,0,159.7
DONANIM,DUSUK,20.27,21,0,0,74.8
BAGLANTI,YUKSEK,7.43,4,0,2,83.1
BAGLANTI,YUKSEK,7.27,8,0,1,20
BELIRSIZ,YUKSEK,0.48,12,0,2,153.6
YAZILIM,DUSUK,9.25,1,0,2,105.3
BELIRSIZ,DUSUK,7.27,11,0,2,264.7
GUC_KESINTISI,KRITIK,1.27,8,1,0,178.6
YAZILIM,DUSUK,5.62,4,0,1,29.7
BAGLANTI,ORTA,5.76,21,0,0,46.0
DONANIM,ORTA,6.0,1,0,2,360.8
BAGLANTI,KRITIK,12.77,7,1,3,172.2
YAZILIM,ORTA,6.9,9,0,1,47.3
ISINMA,YUKSEK,0.3,21,1,1,182.3
DONANIM,YUKSEK,6.76,0,1,0,206.3
ISINMA,KRITIK,25.37,12,0,1,200.8
BELIRSIZ,ORTA,5.74,18,1,1,167.8
ISINMA,ORTA,8.6,16,0,2,81.7
GUC_KESINTISI,YUKSEK,0.75,23,0,0,162.6
GUC_KESINTISI,KRITIK,14.08,9,0,1,79.8
BELIRSIZ,ORTA,4.25,21,0,0,182.1
BAGLANTI,ORTA,2.04,3,0,2,87.2
BELIRSIZ,DUSUK,10.46,11,0,1,138.8
YAZILIM,ORTA,3.87,13,0,2,49.4
GUC_KESINTISI,YUKSEK,0.59,5,0,1,72.4
YAZILIM,KRITIK,16.75,23,0,1,82.8
YAZILIM,DUSUK,0.87,16,0,1,113.7
ISINMA,DUSUK,5.81,12,0,2,63.6
BAGLANTI,DUSUK,35.44,11,0,1,140.2
ISINMA,ORTA,6.77,14,0,5,102.9
DONANIM,ORTA,45.0,9,0,2,226.3
YAZILIM,YUKSEK,2.41,7,1,0,49.9
DONANIM,YUKSEK,29.95,7,0,1,207.9
ISINMA,ORTA,1.33,13,0,0,112.0
DONANIM,YUKSEK,3.98,16,0,0,188.2
