signal_strength,packet_loss,temperature,power_status,historical_fault_count,temperature_trend,signal_delta,packet_loss_ma,fault_type
-84.33,1.44,35.6,NORMAL,0,-0.03,-1.83,1.43,NORMAL
-91.58,33.01,61.63,NORMAL,0,2.64,-8.25,30.08,DONANIM
-101.91,48.47,33.92,NORMAL,1,-0.85,-8.0,50.5,BAGLANTI
-96.79,57.03,28.12,NORMAL,0,-0.03,-13.56,56.27,BAGLANTI
-59.45,19.16,41.98,NORMAL,2,-2.78,-7.14,18.86,YAZILIM
-80.34,4.96,71.88,NORMAL,2,4.3,-2.25,2.87,ISINMA
-92.13,1.33,30.44,NORMAL,0,0.21,-1.15,1.93,NORMAL
-78.3,11.74,26.26,NORMAL,2,2.28,5.32,10.66,YAZILIM
-80.6,1.44,33.65,NORMAL,0,0.45,-2.35,1.97,NORMAL
-93.67,70.6,38.21,OUTAGE,1,-1.84,-13.41,0,GUC_KESINTISI
-101.58,43.58,35.83,NORMAL,0,0.61,1.1,42.82,BAGLANTI
-92.59,19.72,33.37,UNSTABLE,1,0.29,-18.07,37.93,GUC_KESINTISI
-86.65,38.03,40.24,NORMAL,0,0.34,-5.47,45.02,BAGLANTI
-60.96,5.68,34.11,NORMAL,2,-0.76,-6.72,13.79,YAZILIM
-79.99,11.72,69.19,NORMAL,1,3.88,-4.64,10.75,ISINMA
-110,4.01,36.96,OUTAGE,2,1.91,-19.89,27.63,GUC_KESINTISI
-75.68,5.03,76.56,NORMAL,2,4.05,-2.69,2.91,ISINMA
-104.43,33.67,37.35,NORMAL,1,-0.12,-5.74,32.1,BAGLANTI
-79.97,7.68,85.85,NORMAL,2,4.38,-7.43,3.54,ISINMA
-67.88,1.6,37.89,NORMAL,1,-0.39,-2.17,1.89,NORMAL
-104.72,39.6,30.68,NORMAL,1,-0.71,-6.04,37.01,BAGLANTI
-99.98,50.83,39.59,UNSTABLE,1,1.82,-18.61,15.75,GUC_KESINTISI
-77.42,1.56,36.65,NORMAL,0,0.51,2.65,1.76,NORMAL
-99.6,37.36,36.8,NORMAL,1,0.6,-14.2,35.32,BAGLANTI
-83.68,7.48,37.98,NORMAL,1,-0.92,1.81,6.58,YAZILIM
-92.63,26.1,37.7,NORMAL,1,0.53,-8.39,25.18,BAGLANTI
-93.06,9.62,63.6,UNSTABLE,0,1.58,-10.85,17.94,DONANIM
-100.59,24.38,63.68,NORMAL,2,0.3,-13.71,28.19,DONANIM
-107.5,38.49,41.46,UNSTABLE,2,0.34,-18.27,19.72,GUC_KESINTISI
-108.44,26.11,36.79,UNSTABLE,1,-0.16,-15.24,25.28,GUC_KESINTISI
-99.49,20.26,35.47,NORMAL,1,-0.71,-6.51,18.75,BAGLANTI
-108.97,25.17,38.14,NORMAL,1,0.02,-8.93,24.87,BAGLANTI
-94.54,47.87,36.78,NORMAL,1,0.97,-6.81,44.65,BAGLANTI
-82.42,4.64,81.5,NORMAL,1,2.8,-3.57,4.0,ISINMA
-92.45,28.58,31.84,NORMAL,0,-0.8,-11.38,24.82,BAGLANTI
-103.32,32.2,46.08,OUTAGE,1,-0.11,-16.77,40.18,GUC_KESINTISI
-101.05,10.1,39.85,OUTAGE,1,0.27,-17.93,7.25,GUC_KESINTISI
-72.09,8.11,68.55,NORMAL,1,2.04,-2.13,8.58,ISINMA
-110,34.69,34.32,NORMAL,2,-0.64,-14.41,34.46,BAGLANTI
-94.29,4.36,75.18,NORMAL,2,0.99,-6.45,5.02,DONANIM
-72.23,9.34,83.37,NORMAL,1,3.76,-2.48,0.84,ISINMA
-99.47,29.9,70.01,UNSTABLE,1,2.33,-2.36,29.52,DONANIM
-95.02,36.66,26.71,NORMAL,0,0.5,-7.04,42.5,BAGLANTI
-106.38,43.39,39.26,NORMAL,1,-0.23,-13.74,41.97,BAGLANTI
-85.18,1.01,39.29,NORMAL,0,0.23,0.79,1.25,NORMAL
-92.84,13.78,68.1,NORMAL,1,0.98,-4.2,13.32,DONANIM
-98.83,37.89,27.59,OUTAGE,0,1.06,-18.27,21.41,GUC_KESINTISI
-76.48,0.97,31.02,NORMAL,0,-0.08,-3.64,1.03,NORMAL
-75.11,9.48,71.12,NORMAL,0,4.3,-5.56,4.94,ISINMA
-93.48,13.13,76.61,NORMAL,0,1.43,-5.66,14.52,DONANIM
-101.85,10.24,67.6,NORMAL,1,0.25,-3.45,12.42,DONANIM
-53.17,16.19,29.97,NORMAL,2,-2.68,-11.27,12.38,YAZILIM
-99.54,0.84,36.96,NORMAL,1,-0.12,0.56,0.92,NORMAL
-101.2,39.21,32.74,NORMAL,0,-0.59,-8.63,41.23,BAGLANTI
-77.02,22.14,37.63,NORMAL,0,-0.46,3.13,19.95,YAZILIM
-89.66,12.45,97.93,NORMAL,1,2.72,-10.39,16.57,DONANIM
-92.52,41.68,48.41,OUTAGE,1,1.89,-7.6,38.43,GUC_KESINTISI
-86.99,5.65,32.8,NORMAL,3,2.42,8.9,4.45,YAZILIM
-101.62,26.81,44.72,UNSTABLE,0,0.47,-7.87,45.88,GUC_KESINTISI
-77.51,9.93,67.21,NORMAL,2,2.54,0.14,4.48,ISINMA
-87.02,40.61,41.24,NORMAL,1,0.22,-5.07,37.34,BAGLANTI
-78.08,5.58,40.77,NORMAL,2,-3.73,1.86,4.31,YAZILIM
-101.47,28.15,31.99,UNSTABLE,3,-1.76,-25.14,22.73,GUC_KESINTISI
-58.96,0,34.58,NORMAL,3,-0.66,0.33,6.67,YAZILIM
-72.94,0.91,34.62,NORMAL,1,0.12,1.01,0.93,NORMAL
-74.85,0.64,36.52,NORMAL,0,1.13,-2.79,0.85,NORMAL
-82.49,8.08,78.35,NORMAL,1,2.93,-4.18,9.72,ISINMA
-92.37,35.29,36.75,NORMAL,0,-0.17,-9.07,33.96,BAGLANTI
-94.79,36.53,34.14,NORMAL,0,-0.13,-12.83,37.42,BAGLANTI
-99.46,45.74,36.75,NORMAL,2,-0.92,-4.03,46.34,BAGLANTI
-96.84,11.76,58.68,NORMAL,1,-3.09,-5.23,11.58,DONANIM
-91.45,0.86,32.87,NORMAL,0,0.34,1.78,0.86,NORMAL
-85.88,1.01,28.14,NORMAL,1,0.33,1.7,1.68,NORMAL
-101.94,37.87,37.43,NORMAL,1,0.08,-13.22,37.94,BAGLANTI
-110,28.22,36.8,NORMAL,0,0.14,-6.8,30.86,BAGLANTI
-69.07,1.12,36.9,NORMAL,0,-0.33,-3.26,0.99,NORMAL
-72.49,7.64,80.11,NORMAL,1,5.33,-0.9,9.2,ISINMA
-77.71,0.05,67.37,NORMAL,2,3.95,-1.57,5.37,ISINMA
-92.34,9.57,64.02,NORMAL,3,1.84,-11.29,12.8,DONANIM
-96.08,24.3,38.22,NORMAL,0,0.37,-17.89,21.73,BAGLANTI
-77.31,0.04,41.45,NORMAL,0,-0.57,3.01,0.24,NORMAL
-102.39,57.94,44.55,OUTAGE,0,1.03,-13.78,28.93,GUC_KESINTISI
-106.63,37.25,35.11,OUTAGE,0,0.47,-13.57,42.63,GUC_KESINTISI
-101.14,39.71,36.85,NORMAL,2,0.23,-6.4,38.5,BAGLANTI
-84.2,7.11,73.05,NORMAL,1,2.64,-2.41,7.12,ISINMA
-99.17,0.3,33.4,NORMAL,0,0.49,0.67,0.22,NORMAL
-95.65,15.36,73.51,NORMAL,1,2.47,-8.14,6.88,DONANIM
-89.91,0.65,35.25,NORMAL,0,0.1,-3.16,1.26,NORMAL
-82.67,2.07,72.39,NORMAL,1,5.09,-0.56,11.07,ISINMA
-93.39,21.78,57.75,UNSTABLE,2,1.0,-9.15,23.77,DONANIM
-88.19,0.98,35.04,NORMAL,1,-0.87,0.73,0.54,NORMAL
-92.73,18.69,65.57,NORMAL,0,-0.92,-10.98,17.27,DONANIM
-85.48,0,44.38,NORMAL,3,4.67,-10.02,0,YAZILIM
-92.82,33.84,44.9,NORMAL,0,-0.83,-11.99,29.58,BAGLANTI
-105.01,44.03,51.54,OUTAGE,1,1.58,-16.86,46.07,GUC_KESINTISI
-98.01,11.38,64.95,NORMAL,0,-0.2,-6.54,14.2,DONANIM
-105.89,30.2,23.94,OUTAGE,1,0.68,-10.85,53.44,GUC_KESINTISI
-75.86,3.54,39.33,NORMAL,1,-0.85,-3.9,4.78,NORMAL
-81.6,0.74,35.43,NORMAL,0,-0.08,-1.52,0.98,NORMAL
-78.56,12.27,36.1,OUTAGE,2,0.0,-9.42,43.92,GUC_KESINTISI
-105.39,0.42,38.09,NORMAL,1,0.95,2.7,0,NORMAL
-98.96,39.86,29.86,NORMAL,2,0.03,-6.01,38.59,BAGLANTI
-97.06,35.9,31.54,OUTAGE,1,0.12,-17.7,8.49,GUC_KESINTISI
-82.75,0.34,37.63,NORMAL,0,0.2,0.5,0.29,NORMAL
-110,50.61,41.08,NORMAL,1,-0.06,-13.9,54.31,BAGLANTI
-99.5,26.78,82.68,NORMAL,1,0.44,-1.62,27.9,DONANIM
-78.86,0,82.84,NORMAL,0,2.56,-2.04,2.79,ISINMA
-73.65,2.96,86.22,NORMAL,1,5.86,-2.41,5.56,ISINMA
-84.58,6.38,44.74,NORMAL,3,-1.9,7.67,3.01,YAZILIM
-91.73,0,32.21,NORMAL,0,0.29,2.92,0.56,NORMAL
-81.33,1.32,30.66,NORMAL,0,-0.61,0.95,1.48,NORMAL
-76.31,2.95,76.41,NORMAL,1,3.72,-1.62,7.3,ISINMA
-94.05,17.49,65.3,NORMAL,1,1.52,-7.67,17.39,DONANIM
-100.92,45.86,38.85,NORMAL,1,-0.16,-5.48,47.14,BAGLANTI
-69.25,13.8,35.29,NORMAL,2,3.38,-2.85,16.5,YAZILIM
-72.97,11.16,34.91,NORMAL,2,-0.24,8.56,10.52,YAZILIM
-100.04,14.46,44.75,UNSTABLE,1,-0.2,-10.69,8.88,GUC_KESINTISI
-101.84,29.35,65.62,NORMAL,2,2.55,-12.54,30.57,DONANIM
-89.09,1.01,39.12,NORMAL,0,-0.17,1.02,1.65,NORMAL
-110,0,29.47,NORMAL,1,-0.43,-0.34,0,NORMAL
-86.44,0.91,34.55,NORMAL,1,-0.06,-2.25,1.01,NORMAL
-84.72,1.33,31.5,NORMAL,1,-0.32,1.93,1.57,NORMAL
-90.94,1.75,39.86,NORMAL,0,0.63,-2.43,1.51,NORMAL
-88.93,17.85,53.12,NORMAL,1,-0.92,-9.54,18.16,DONANIM
-77.76,9.25,37.09,NORMAL,2,1.99,-0.11,9.12,YAZILIM
-101.9,34.56,44.32,NORMAL,1,-0.07,-16.28,35.73,BAGLANTI
-69.55,19.26,39.22,NORMAL,2,3.66,8.66,12.58,YAZILIM
-80.67,0.93,69.05,NORMAL,0,4.76,-0.31,1.41,ISINMA
-102.05,31.25,36.5,NORMAL,1,-0.25,-6.84,37.14,BAGLANTI
-104.19,25.79,40.71,NORMAL,0,-0.25,-11.85,24.1,BAGLANTI
-95.7,17.67,85.83,NORMAL,3,3.89,-10.98,14.71,DONANIM
-75.9,2.01,38.31,NORMAL,3,-3.81,-1.94,2.34,YAZILIM
-81.77,1.95,35.14,NORMAL,4,1.3,1.89,0,YAZILIM
-72.21,7.03,76.49,NORMAL,2,5.86,-0.2,1.61,ISINMA
-101.92,10.22,36.16,OUTAGE,1,0.11,-18.98,29.79,GUC_KESINTISI
-71.91,2.56,71.14,NORMAL,0,3.04,-1.84,4.42,ISINMA
-98.03,29.52,76.69,UNSTABLE,2,1.35,-6.48,28.59,DONANIM
-91.08,1.44,37.43,NORMAL,0,0.26,-0.29,0.99,NORMAL
-88.62,47.37,38.78,UNSTABLE,0,-0.97,-14.74,56.27,GUC_KESINTISI
-97.91,19.56,68.94,NORMAL,2,0.27,-8.08,19.44,DONANIM
-68.66,18.63,35.35,NORMAL,1,1.36,2.86,15.07,YAZILIM
-108.19,7.28,60.55,NORMAL,1,-2.46,-7.0,8.81,DONANIM
-90.01,42.39,39.03,UNSTABLE,1,1.53,-17.38,15.8,GUC_KESINTISI
-56.94,9.5,36.94,NORMAL,2,-1.46,3.0,8.04,YAZILIM
-86.07,0.76,35.48,NORMAL,1,-0.51,-0.37,0.41,NORMAL
-89.71,19.82,67.39,NORMAL,1,1.22,-7.45,17.42,DONANIM
-103.39,20.23,40.9,OUTAGE,0,-0.09,-14.74,41.12,GUC_KESINTISI
-101.8,9.87,62.21,NORMAL,0,3.73,-8.42,8.98,DONANIM
-69.3,5.63,73.5,NORMAL,0,4.52,-0.74,8.81,ISINMA
-88.92,33.16,46.59,UNSTABLE,2,1.64,-32.67,19.8,GUC_KESINTISI
-54.14,0,35.01,NORMAL,2,-0.03,6.44,0,YAZILIM
-83.8,3.95,84.39,NORMAL,2,5.58,-2.02,0.42,ISINMA
-85.57,1.39,22.35,NORMAL,1,-0.25,3.26,1.23,NORMAL
-54.48,10.33,34.52,NORMAL,2,-3.26,16.48,12.81,YAZILIM
-67.63,0.88,31.93,NORMAL,2,0.08,2.06,1.12,NORMAL
-85.34,2.81,31.84,NORMAL,0,0.19,-0.25,2.42,NORMAL
-78.39,6.25,86.58,NORMAL,0,5.9,0.37,7.58,ISINMA
-81.88,0,80.76,NORMAL,2,4.82,-2.56,10.52,ISINMA
-96.12,23.66,28.13,NORMAL,0,0.11,-14.45,22.9,BAGLANTI
-88.73,15.43,37.23,NORMAL,3,3.23,-12.77,17.97,YAZILIM
-89.51,44.35,34.02,NORMAL,1,0.48,-6.82,43.23,BAGLANTI
-100.12,22.88,73.69,NORMAL,0,3.92,1.85,24.52,DONANIM
-96.85,46.47,36.47,NORMAL,3,0.59,-4.28,47.47,BAGLANTI
-89.99,33.51,37.35,OUTAGE,1,1.67,-19.4,44.08,GUC_KESINTISI
-84.98,2.15,38.03,NORMAL,1,-0.19,-1.44,3.44,NORMAL
-101.86,39.95,34.87,NORMAL,2,-0.81,-10.24,43.47,BAGLANTI
-92.7,16.94,43.95,UNSTABLE,1,0.54,-17.08,31.06,GUC_KESINTISI
-107.74,20.41,44.9,OUTAGE,1,0.06,-9.22,35.45,GUC_KESINTISI
-84.91,5.21,73.02,NORMAL,1,2.68,-2.21,6.2,ISINMA
-107.6,34.14,44.27,OUTAGE,2,-1.34,-25.05,33.81,GUC_KESINTISI
-105.12,25.04,41.85,UNSTABLE,1,0.59,-9.7,24.97,GUC_KESINTISI
-72.87,2.43,73.99,NORMAL,2,4.44,-0.44,5.56,ISINMA
-102.15,30.64,67.85,UNSTABLE,2,-2.31,-12.31,29.46,DONANIM
-95.18,46.5,31.11,NORMAL,1,0.31,-12.44,39.12,BAGLANTI
-91.63,22.63,74.36,NORMAL,0,0.6,-9.49,30.78,DONANIM
-101.3,47.03,32.25,NORMAL,1,0.76,-6.82,44.25,BAGLANTI
-68.04,7.63,38.29,NORMAL,2,-1.17,3.25,9.3,YAZILIM
-92.66,17.15,69.37,UNSTABLE,1,0.89,-8.25,22.07,DONANIM
-97.78,20.89,30.91,UNSTABLE,2,0.79,-16.95,66.92,GUC_KESINTISI
-70.77,1.41,37.76,NORMAL,0,0.36,0.83,1.24,NORMAL
-73.64,24.93,72.55,NORMAL,2,2.06,-14.42,22.43,DONANIM
-98.37,1.73,59.63,NORMAL,1,2.56,-2.86,8.02,ISINMA
-73.0,7.01,77.61,NORMAL,0,5.47,-6.16,1.39,ISINMA
-102.0,31.09,31.86,NORMAL,1,0.6,-8.61,26.86,BAGLANTI
-72.97,2.69,82.19,NORMAL,0,2.35,0.7,7.96,ISINMA
-92.26,6.11,36.15,NORMAL,2,-4.47,-7.14,5.8,YAZILIM
-101.17,38.05,39.02,NORMAL,0,-0.73,-14.15,41.38,BAGLANTI
-94.81,0.63,36.14,NORMAL,0,-0.25,-1.11,0.73,NORMAL
-81.42,45.37,38.1,OUTAGE,0,-1.37,-9.03,15.54,GUC_KESINTISI
-65.47,0.82,41.37,NORMAL,0,-0.26,-1.69,0.78,NORMAL
-75.89,0,36.68,NORMAL,3,-0.35,5.48,0,YAZILIM
-82.95,4.63,70.93,NORMAL,0,2.19,-3.65,5.21,ISINMA
-71.84,3.04,70.89,NORMAL,1,2.43,3.5,8.5,ISINMA
-76.36,1.03,31.1,NORMAL,0,-0.94,-0.01,1.16,NORMAL
-93.49,18.3,92.44,NORMAL,2,3.51,-6.94,17.2,DONANIM
-87.29,1.9,30.53,NORMAL,0,-0.74,0.96,1.83,NORMAL
-84.81,18.95,68.87,NORMAL,2,4.01,-9.06,12.44,DONANIM
-93.18,34.02,68.01,NORMAL,0,1.34,-9.82,31.73,DONANIM
-97.64,44.53,37.53,NORMAL,0,-0.14,-15.0,46.23,BAGLANTI
-81.83,1.91,31.69,NORMAL,0,0.1,-1.03,2.1,NORMAL
-88.63,26.99,70.72,UNSTABLE,1,3.28,-14.4,28.16,DONANIM
-107.08,30.84,33.64,OUTAGE,1,0.26,-14.18,25.73,GUC_KESINTISI
-65.86,0,33.49,NORMAL,4,-0.85,-3.71,0,YAZILIM
-91.3,18.52,59.95,NORMAL,3,-0.5,-6.69,16.07,DONANIM
-70.1,1.41,39.33,NORMAL,3,-0.45,4.57,4.27,YAZILIM
-106.91,28.52,36.78,NORMAL,1,-0.17,-10.27,27.94,BAGLANTI
-93.61,35.16,63.62,UNSTABLE,3,3.71,-10.97,38.56,DONANIM
-110,37.14,46.83,OUTAGE,1,2.66,-12.15,0,GUC_KESINTISI
-75.26,5.21,33.1,NORMAL,1,-3.32,-5.05,1.42,YAZILIM
-74.24,4.32,68.39,NORMAL,1,4.47,-1.06,0.47,ISINMA
-97.71,23.05,72.62,NORMAL,1,-0.76,-5.19,20.14,DONANIM
-71.79,8.46,79.5,NORMAL,2,3.16,-3.06,5.09,ISINMA
-72.84,3.29,71.57,NORMAL,1,4.78,-3.16,3.15,ISINMA
-89.25,21.74,66.9,NORMAL,4,1.88,-4.33,25.92,DONANIM
-101.81,1.06,32.9,NORMAL,0,-0.89,0.15,1.24,NORMAL
-100.51,35.03,33.69,NORMAL,0,-0.4,-7.75,42.02,BAGLANTI
-73.98,7.24,83.47,NORMAL,1,3.26,-2.85,0.67,ISINMA
-96.12,26.76,73.52,NORMAL,0,1.54,-7.86,30.49,DONANIM
-84.03,0.53,42.05,NORMAL,1,-0.08,-0.96,0.29,NORMAL
-81.34,8.73,37.48,NORMAL,3,-1.42,11.34,7.38,YAZILIM
-84.63,0.55,34.12,NORMAL,0,-0.2,-1.27,0.63,NORMAL
-94.47,4.1,76.94,NORMAL,1,2.55,-2.05,5.89,ISINMA
-87.71,8.11,86.44,NORMAL,2,2.96,-1.37,4.82,ISINMA
-96.36,12.29,75.31,NORMAL,2,3.95,-10.15,14.06,DONANIM
-74.77,2.05,37.28,NORMAL,0,0.21,3.26,1.66,NORMAL
-77.63,5.74,77.77,NORMAL,0,4.92,-4.85,6.14,ISINMA
-105.74,48.15,27.51,NORMAL,1,0.26,-5.26,42.47,BAGLANTI
-82.57,4.69,86.58,NORMAL,1,3.01,-1.42,2.59,ISINMA
-83.21,0.82,32.05,NORMAL,0,-0.72,2.54,0.48,NORMAL
-71.97,6.54,35.34,NORMAL,1,0.19,-3.01,6.29,YAZILIM
-83.04,8.28,78.05,NORMAL,1,3.39,-1.12,2.05,ISINMA
-98.36,5.46,83.15,NORMAL,1,2.38,-13.68,4.34,DONANIM
-100.71,13.76,68.44,NORMAL,2,1.4,-12.4,21.29,DONANIM
-75.29,3.32,43.37,NORMAL,1,-2.09,-5.93,3.15,YAZILIM
-74.02,0.66,31.78,NORMAL,0,0.97,0.46,0.94,NORMAL
-77.65,3.25,37.82,NORMAL,1,-2.01,-0.48,4.11,YAZILIM
-101.68,21.84,34.07,NORMAL,1,0.17,-16.19,19.61,BAGLANTI
-77.51,10.32,42.85,NORMAL,4,-1.12,3.86,10.86,YAZILIM
-82.54,0.96,32.03,NORMAL,1,0.94,-0.9,1.33,NORMAL
-106.41,34.31,45.15,OUTAGE,2,0.87,-11.58,0,GUC_KESINTISI
-94.32,29.92,35.23,NORMAL,2,-0.08,-14.08,29.18,BAGLANTI
-97.61,22.5,71.13,UNSTABLE,1,2.45,-13.19,22.41,DONANIM
-100.03,26.67,28.1,OUTAGE,1,1.22,-18.62,30.78,GUC_KESINTISI
-98.16,20.89,25.46,UNSTABLE,0,0.89,-11.49,43.43,GUC_KESINTISI
-98.55,35.03,46.07,OUTAGE,2,1.21,-11.41,43.29,GUC_KESINTISI
-67.93,1.45,40.53,NORMAL,1,0.53,-2.68,1.71,NORMAL
-90.28,9.95,66.97,UNSTABLE,3,1.25,-4.99,6.82,DONANIM
-66.59,8.37,72.4,NORMAL,2,5.01,2.22,12.01,ISINMA
-70.16,12.32,40.72,NORMAL,2,-0.36,5.6,14.45,YAZILIM
-91.71,1.34,37.7,NORMAL,1,-0.53,1.17,1.16,NORMAL
-78.42,6.91,70.73,NORMAL,2,2.74,-4.03,1.53,ISINMA
-79.6,3.8,74.16,NORMAL,1,3.2,-2.72,5.05,ISINMA
-104.6,0.84,38.88,NORMAL,1,0.93,-0.59,1.16,NORMAL
-106.65,1.02,33.38,NORMAL,1,-0.36,-0.87,0.75,NORMAL
-69.08,0,37.46,NORMAL,2,-1.97,1.11,0,YAZILIM
-79.53,6.4,80.81,NORMAL,1,2.77,-5.62,4.09,ISINMA
-103.51,0.95,34.31,NORMAL,1,-1.58,-2.88,0.79,NORMAL
-98.47,7.96,33.49,NORMAL,2,-0.33,-6.82,14.27,YAZILIM
-93.66,1.21,31.35,NORMAL,0,0.54,-2.26,1.81,NORMAL
-85.37,1.68,36.64,NORMAL,3,0.11,-1.01,4.84,YAZILIM
-77.64,19.71,36.51,NORMAL,2,-1.5,0.06,19.1,YAZILIM
-93.12,24.07,68.54,NORMAL,2,4.36,-3.72,19.7,DONANIM
-101.23,26.17,40.35,OUTAGE,1,0.84,-21.73,52.1,GUC_KESINTISI
-83.7,1.35,34.11,NORMAL,0,-0.39,1.94,1.2,NORMAL
-94.96,21.82,71.86,NORMAL,0,1.54,-11.51,24.53,DONANIM
-92.06,31.87,51.2,NORMAL,0,3.27,-15.15,41.12,DONANIM
-75.66,6.53,77.62,NORMAL,3,4.34,-1.33,6.49,ISINMA
-98.17,36.83,36.34,NORMAL,0,-0.68,-16.7,40.79,BAGLANTI
-97.52,33.53,33.89,OUTAGE,1,-1.51,-11.45,46.19,GUC_KESINTISI
-102.68,13.98,64.4,NORMAL,1,3.05,-6.93,16.49,DONANIM
-94.84,1.43,34.81,NORMAL,1,1.14,0.04,0.97,NORMAL
-86.11,10.29,43.22,NORMAL,2,0.87,2.58,8.47,YAZILIM
-102.96,38.0,42.58,NORMAL,2,-0.3,-13.71,41.87,BAGLANTI
-92.31,38.95,37.2,OUTAGE,0,1.75,-11.66,31.39,GUC_KESINTISI
-91.92,23.84,64.07,NORMAL,0,5.93,-12.2,27.33,DONANIM
-100.4,19.71,32.93,NORMAL,1,0.1,-11.46,21.62,BAGLANTI
-91.39,42.05,39.65,NORMAL,1,-0.33,-14.49,31.11,BAGLANTI
-68.0,0,41.34,NORMAL,2,-0.33,0.83,0.17,YAZILIM
-94.85,13.34,64.94,NORMAL,0,1.69,-8.01,10.72,DONANIM
-82.57,0.41,44.5,NORMAL,0,0.34,2.19,0.38,NORMAL
-80.48,2.5,94.43,NORMAL,0,3.27,-2.98,5.86,ISINMA
-96.52,0.61,30.37,NORMAL,1,-1.16,-0.5,0.75,NORMAL
-98.67,15.48,36.95,UNSTABLE,1,1.25,-16.08,15.02,GUC_KESINTISI
-76.29,3.59,74.5,NORMAL,2,5.33,-4.92,5.02,ISINMA
-77.73,10.6,39.35,NORMAL,4,1.65,-0.9,12.51,YAZILIM
-78.47,5.78,85.31,NORMAL,1,3.53,-2.11,3.62,ISINMA
-104.15,22.2,45.01,UNSTABLE,1,1.03,-21.49,48.46,GUC_KESINTISI
-96.73,28.36,36.37,NORMAL,1,0.12,-16.76,30.98,BAGLANTI
-92.76,29.75,68.26,NORMAL,3,4.36,-17.91,29.82,DONANIM
-95.32,27.84,71.07,NORMAL,0,-0.51,-9.27,29.02,DONANIM
-89.58,10.78,66.75,NORMAL,2,2.54,-10.78,6.55,DONANIM
-102.14,44.08,36.38,NORMAL,1,-0.66,-11.02,44.9,BAGLANTI
-96.49,28.34,36.85,OUTAGE,0,0.95,-9.33,34.37,GUC_KESINTISI
-88.48,1.16,38.08,NORMAL,1,0.61,-1.34,1.41,NORMAL
-97.93,33.13,60.27,NORMAL,1,2.98,-11.62,27.66,DONANIM
-98.91,42.84,37.78,NORMAL,0,-0.23,-8.6,42.03,BAGLANTI
-82.06,2.62,39.44,NORMAL,2,-0.0,7.52,0,YAZILIM
-78.82,11.36,88.51,NORMAL,2,5.14,3.46,0.42,ISINMA
-82.07,0,45.29,NORMAL,2,1.55,-0.71,1.59,YAZILIM
-103.3,29.41,43.92,NORMAL,1,0.12,-7.64,29.33,BAGLANTI
-102.91,7.93,70.69,NORMAL,3,-0.86,-7.61,7.15,DONANIM
-98.71,21.56,40.94,NORMAL,1,-0.76,-10.09,21.51,BAGLANTI
-74.49,3.94,67.99,NORMAL,2,5.24,0.92,8.86,ISINMA
-85.62,19.33,61.96,NORMAL,1,2.48,-0.13,14.03,DONANIM
-99.78,33.61,38.37,NORMAL,1,-0.27,-15.71,32.53,BAGLANTI
-93.11,0.97,37.51,NORMAL,0,-0.41,-0.09,0.99,NORMAL
-101.36,48.41,41.97,NORMAL,0,0.1,-9.53,42.2,BAGLANTI
-91.31,1.03,35.84,NORMAL,0,0.57,0.34,0.94,NORMAL
-86.83,1.41,37.69,NORMAL,0,-0.43,-1.41,1.19,NORMAL
-110,15.17,40.91,OUTAGE,1,-1.54,-20.51,41.94,GUC_KESINTISI
-69.77,1.99,97.14,NORMAL,1,4.03,0.69,2.79,ISINMA
-78.14,8.67,74.22,NORMAL,0,2.12,-0.67,10.31,ISINMA
-94.82,21.49,38.08,OUTAGE,1,0.13,-16.89,31.29,GUC_KESINTISI
-108.95,23.03,33.28,UNSTABLE,0,1.08,-8.8,11.18,GUC_KESINTISI
-79.83,1.25,32.2,NORMAL,1,0.04,1.05,1.63,NORMAL
-95.55,39.42,34.73,NORMAL,1,-0.9,-9.09,35.9,BAGLANTI
-110,32.53,33.5,NORMAL,1,0.68,-8.27,32.08,BAGLANTI
-110,26.89,26.15,OUTAGE,0,1.11,-21.47,21.42,GUC_KESINTISI
-97.21,47.49,37.63,OUTAGE,2,0.43,-17.74,28.54,GUC_KESINTISI
-64.03,13.27,50.98,NORMAL,2,0.91,-0.75,12.95,YAZILIM
-71.03,9.96,36.71,NORMAL,2,1.28,-4.7,15.52,YAZILIM
-75.6,5.93,86.68,NORMAL,1,3.44,-3.5,6.1,ISINMA
-77.49,1.49,28.51,NORMAL,0,0.1,0.53,1.77,NORMAL
-96.46,19.25,39.67,OUTAGE,1,-0.04,-13.44,16.67,GUC_KESINTISI
-83.11,3.53,35.16,NORMAL,0,0.26,1.62,3.88,NORMAL
-80.02,15.36,43.24,NORMAL,1,0.69,2.64,18.32,YAZILIM
-73.22,0.69,34.02,NORMAL,0,1.57,-1.47,0.21,YAZILIM
-89.48,9.89,80.07,NORMAL,0,3.49,-0.13,3.93,ISINMA
-101.38,24.43,72.79,NORMAL,2,0.71,-3.46,25.79,DONANIM
-75.57,2.87,84.33,NORMAL,2,3.1,-5.93,6.59,ISINMA
-76.23,7.96,35.49,NORMAL,3,-0.86,12.07,7.26,YAZILIM
-89.36,8.33,39.99,NORMAL,2,-1.59,-0.34,7.34,YAZILIM
-108.23,29.83,32.5,UNSTABLE,1,1.78,-15.88,26.53,GUC_KESINTISI
-97.8,31.85,42.89,NORMAL,0,0.44,-12.9,36.29,BAGLANTI
-86.23,15.39,35.59,OUTAGE,1,1.69,-10.78,13.24,GUC_KESINTISI
-95.04,25.64,25.42,UNSTABLE,1,2.07,-10.67,49.22,GUC_KESINTISI
